Addr1,Addr2,Addr3,Addr4,Addr5
武威郡,宋代封国封郡,宋朝,,
武宁郡,宋代封国封郡,宋朝,,
武陵郡,宋代封国封郡,宋朝,,
永寿郡,宋代封国封郡,宋朝,,
永康郡,宋代封国封郡,宋朝,,
永昌郡,宋代封国封郡,宋朝,,
永郡,宋代封国封郡,宋朝,,
永阳郡,宋代封国封郡,宋朝,,
汝南郡,宋代封国封郡,宋朝,,
河东郡,宋代封国封郡,宋朝,,
河闲郡,宋代封国封郡,宋朝,,
河间郡,宋代封国封郡,宋朝,,
河阳郡,宋代封国封郡,宋朝,,
泰宁郡,宋代封国封郡,宋朝,,
洋川郡,宋代封国封郡,宋朝,,
淮安郡,宋代封国封郡,宋朝,,
淮阳郡,宋代封国封郡,宋朝,,
淳安郡,宋代封国封郡,宋朝,,
清原郡,宋代封国封郡,宋朝,,
清江郡,宋代封国封郡,宋朝,,
清源郡,宋代封国封郡,宋朝,,
清郡,宋代封国封郡,宋朝,,
渤海郡,宋代封国封郡,宋朝,,
荥阳郡,宋代封国封郡,宋朝,,
颍川郡,宋代封国封郡,宋朝,,
颍州郡,宋代封国封郡,宋朝,,
济阴郡,宋代封国封郡,宋朝,,
濠梁郡,宋代封国封郡,宋朝,,
濮阳郡,宋代封国封郡,宋朝,,
犍为郡,宋代封国封郡,宋朝,,
瑯琊郡,宋代封国封郡,宋朝,,
缙云郡,宋代封国封郡,宋朝,,
临川郡,宋代封国封郡,宋朝,,
临沂郡,宋代封国封郡,宋朝,,
临海郡,宋代封国封郡,宋朝,,
华原郡,宋代封国封郡,宋朝,,
华阴郡,宋代封国封郡,宋朝,,
蕲春郡,宋代封国封郡,宋朝,,
虢郡,宋代封国封郡,宋朝,,
蜀郡,宋代封国封郡,宋朝,,
襄阳郡,宋代封国封郡,宋朝,,
谯郡,宋代封国封郡,宋朝,,
豫章郡,宋代封国封郡,宋朝,,
赠康郡,宋代封国封郡,宋朝,,
赠文郡,宋代封国封郡,宋朝,,
通义郡,宋代封国封郡,宋朝,,
进封郡,宋代封国封郡,宋朝,,
遂宁郡,宋代封国封郡,宋朝,,
郡郡,宋代封国封郡,宋朝,,
鄱阳郡,宋代封国封郡,宋朝,,
长安郡,宋代封国封郡,宋朝,,
陇右郡,宋代封国封郡,宋朝,,
饶阳郡,宋代封国封郡,宋朝,,
冯翊郡,宋代封国封郡,宋朝,,
高密郡,宋代封国封郡,宋朝,,
高平郡,宋代封国封郡,宋朝,,
高阳郡,宋代封国封郡,宋朝,,
魏郡,宋代封国封郡,宋朝,,
鲁郡,宋代封国封郡,宋朝,,
鴈门郡,宋代封国封郡,宋朝,,
赵郡,宋代封国封郡,宋朝,,
宋代节度(地区未详),宋朝,,,
建宁军节度,宋代节度(地区未详),宋朝,,
河南军节度,宋代节度(地区未详),宋朝,,
岭南军节度,宋代节度(地区未详),宋朝,,
海清节度,宋代节度(地区未详),宋朝,,
太平军军节度,宋代节度(地区未详),宋朝,,
靖江军节度,宋代节度(地区未详),宋朝,,
云南军节度,宋代节度(地区未详),宋朝,,
雄远军节度,宋代节度(地区未详),宋朝,,
陜府军节度,宋代节度(地区未详),宋朝,,
镇武军节度,宋代节度(地区未详),宋朝,,
江宁军节度,宋代节度(地区未详),宋朝,,
归义军节度,宋代节度(地区未详),宋朝,,
武威军节度,宋代节度(地区未详),宋朝,,
广海军节度,宋代节度(地区未详),宋朝,,
川昌军节度,宋代节度(地区未详),宋朝,,
崇宁军节度,宋代节度(地区未详),宋朝,,
山南军节度,宋代节度(地区未详),宋朝,,
威德军节度,宋代节度(地区未详),宋朝,,
右德军节度,宋代节度(地区未详),宋朝,,
保定军节度,宋代节度(地区未详),宋朝,,
淮北,宋朝,,,
梓夔路,宋朝,,,
灵环路,宋朝,,,
两淮路,宋朝,,,
江南,宋朝,,,
广南,宋朝,,,
山东,宋朝,,,
燕,宋朝,,,
华北平原/中原,宋朝,,,
北海军,宋朝,,,
